"UnitInitials","PageTitleDisplay","Score"
LAPI,Cloud computing,2.29506
LAPI,East Asia,1.25534
LAPI,Apparent magnitude,1.77024
LAPI,Freezing,2.07969
LAPI,Meteorology,4.38981
LAPI,Köhler theory,2.83374
LAPI,Nucleation,4.26059
LAPI,Trajectory,1.28969
LAPI,Water cycle,3.28981
LAPI,Interaction (disambiguation),2.37586
LAPI,Atmosphere of Earth,2.09643
LAPI,Atmosphere,0.775492
LAPI,Mole fraction,1.21828
LAPI,Velocity,0.96969
LAPI,Southern Ocean,2.56814
LAPI,Temperature,1.66096
LAPI,Adsorption,4.3691
LAPI,Primary production,3.76139
LAPI,Nitrogen,1.71477
LAPI,Subatomic particle,5.21963
LAPI,Number density,1.50055
LAPI,Positive feedback,0.833764
LAPI,Greenhouse gas,0.695302
LAPI,Normal distribution,1.67454
LAPI,Nitrate,7.3582
LAPI,Ground-level ozone,0.827372
LAPI,Oxidative stress,0.825173
LAPI,Numerical analysis,0.8147
LAPI,Nitric acid,1.70249
LAPI,Number,2.02799
LAPI,Species,3.07982
LAPI,Earth system science,0.868418
LAPI,Indoor air quality,1.05307
LAPI,Nitrogen fixation,0.849423
LAPI,Organic compound,4.58224
LAPI,Organic chemistry,1.33548
LAPI,Oort cloud,1.87014
LAPI,Ice crystals,2.91305
LAPI,Boundary layer,0.91479
LAPI,Modeling and simulation,1.73751
LAPI,Observation,5.50358
LAPI,Ozone,1.60067
LAPI,Remote sensing,2.70314
LAPI,Pacific Ocean,2.36498
LAPI,Atmospheric methane,2.37532
LAPI,Sea salt,1.97748
LAPI,Particle physics,3.14856
LAPI,Phosphorus,1.29251
LAPI,Nitric oxide,1.48241
LAPI,Nutrient pollution,0.813678
LAPI,Property,1.06495
LAPI,Physical chemistry,0.777469
LAPI,Nitrogen dioxide,0.794332
LAPI,Reynolds number,0.881807
LAPI,PH,8.78414
LAPI,Pollutant,1.26547
LAPI,Prediction,4.63058
LAPI,Forecasting,0.666928
LAPI,Magnesium sulfate,1.03293
LAPI,Pollution,1.83738
LAPI,Season,1.5763
LAPI,Sea spray,1.28251
LAPI,Parameter,0.575773
LAPI,Productivity (ecology),0.867089
LAPI,Research,0.823053
LAPI,Seawater,1.54354
LAPI,Mass concentration (chemistry),1.25906
LAPI,Radiation,1.88949
LAPI,Refractive index,1.80091
LAPI,Accounting,0.830196
LAPI,Air mass,2.83074
LAPI,NOx,1.56817
LAPI,Reproduction,1.06394
LAPI,Thermodynamic equilibrium,1.79051
LAPI,Scientific method,2.17993
LAPI,Smoke,1.53932
LAPI,Autocorrelation,0.697136
LAPI,Musical instrument,0.91912
LAPI,Atmospheric escape,5.04396
LAPI,Molar concentration,2.03501
LAPI,Satellite,1.16787
LAPI,European emission standards,0.898259
LAPI,Mass spectrometry,3.63213
LAPI,Precipitation,5.16142
LAPI,Nitrogen oxide,2.01859
LAPI,Solution (chemistry),1.19812
LAPI,Southeast Asia,1.19625
LAPI,Sulfuric acid,1.77617
LAPI,Summer,1.61992
LAPI,Scale model,1.0339
LAPI,On the Origin of Species,0.604678
LAPI,Thermodynamics,1.28818
LAPI,Atmospheric river,1.37802
LAPI,Empirical evidence,0.836981
LAPI,Particle,17.6364
LAPI,Particulates,15.4105
LAPI,Water pollution,0.988741
LAPI,Atlanta,1.84986
LAPI,Optical depth (astrophysics),1.14104
LAPI,Vapor,1.4088
LAPI,Acid rain,0.691636
LAPI,Water,10.873
LAPI,Wave–particle duality,2.77857
LAPI,Ice nucleus,2.1887
LAPI,Goddard Space Flight Center,0.478559
LAPI,Website,0.533892
LAPI,Winter,2.00051
LAPI,United States,2.30202
LAPI,Mediterranean climate,0.563899
LAPI,Chemical kinetics,3.3063
LAPI,Photochemistry,0.719466
LAPI,Non-negative matrix factorization,1.78577
LAPI,Arctic,2.34203
LAPI,Environment,0.725004
LAPI,Emissions trading,1.04687
LAPI,Eastern Europe,0.785272
LAPI,State of matter,0.592442
LAPI,Atmospheric dispersion modeling,3.09904
LAPI,Computer simulation,3.18645
LAPI,Escape velocity,1.08095
LAPI,Black carbon,7.69305
LAPI,In situ,0.580431
LAPI,Oxidation state,1.77296
LAPI,Optical depth,1.93583
LAPI,Albedo,2.33136
LAPI,Activated carbon,1.92202
LAPI,Mexico,1.62708
LAPI,Particle aggregation,0.957257
LAPI,Deposition (geology),0.659328
LAPI,Bias,2.07919
LAPI,Collision,0.61808
LAPI,Value (ethics and social sciences),1.21267
LAPI,Drop (liquid),1.33841
LAPI,Error,1.10178
LAPI,Ocean general circulation model,1.31518
LAPI,Troposphere,4.58542
LAPI,Volumetric flow rate,1.47844
LAPI,Lidar,1.84421
LAPI,Dissolved organic carbon,2.93275
LAPI,American Chemical Society,2.83225
LAPI,Remote sensing atmospheric boundary layer,1.07433
LAPI,Simulation,14.2245
LAPI,Size,2.52537
LAPI,Surface runoff,0.712959
LAPI,Satellite temperature measurements,0.846484
LAPI,Water associated fraction,1.87488
LAPI,Cloud seeding,3.00588
LAPI,Parametrization (geometry),4.65336
LAPI,Ny-Ålesund,0.804049
LAPI,Fossil fuel divestment,0.435733
LAPI,Globalization,1.11341
LAPI,Radiative forcing,16.7358
LAPI,Spatial scale,0.591091
LAPI,Atmospheric pressure,1.65437
LAPI,Cirrus cloud,7.68413
LAPI,Climate model,7.13371
LAPI,Cloud albedo,0.99357
LAPI,Cloud,27.992
LAPI,Cloud forcing,3.03175
LAPI,Condensation,12.9588
LAPI,Cumulus cloud,1.84765
LAPI,Sublimation (phase transition),0.570687
LAPI,Fossil fuel,1.17475
LAPI,Köppen climate classification,0.423401
LAPI,Carbon monoxide poisoning,0.519827
LAPI,Particulate organic matter,0.763299
LAPI,Reductionism,1.85106
LAPI,Surface,1.22279
LAPI,Climate change,10.2433
LAPI,Phytoplankton,2.26118
LAPI,Rights,5.27942
LAPI,Chemistry,3.51207
LAPI,Central Europe,1.35409
LAPI,Fischer projection,0.6168
LAPI,Impacts of tourism,0.494828
LAPI,Humidity,6.60594
LAPI,Carbon,0.90654
LAPI,National Environmental Policy Act,0.420975
LAPI,Africa,0.67622
LAPI,Methane emissions,1.09665
LAPI,City,0.985682
LAPI,Droplet-based microfluidics,1.47714
LAPI,California,3.01403
LAPI,Marine ecosystem,2.50448
LAPI,Phase transition,1.15162
LAPI,Atmospheric model,2.87555
LAPI,Region,6.4899
LAPI,Oceanic climate,2.13742
LAPI,Wildfire,1.35957
LAPI,Biogenic substance,0.93454
LAPI,Human behavior,0.690188
LAPI,Combustion,1.14301
LAPI,Chemical element,0.698039
LAPI,Field research,1.04089
LAPI,Cloud condensation nuclei,54.0726
LAPI,Optical properties,1.3424
LAPI,Aerosol,90.1392
LAPI,Particle number,1.31092
LAPI,Aerosol spray dispenser,16.1237
LAPI,Mass spectrum,0.984323
LAPI,Dry ice,1.11402
LAPI,Nitrogen cycle,3.07916
LAPI,Solubility,11.5845
LAPI,Experiment,6.19382
LAPI,Climate,9.03854
LAPI,Crystal,3.26156
LAPI,Chemical vapor deposition,0.99277
LAPI,Carbon monoxide,1.29826
LAPI,Sensitivity analysis,2.03829
LAPI,Evaluation,1.38854
LAPI,Chemical reaction,1.19541
LAPI,Vehicle emissions control,1.43168
LAPI,Observational study,0.768798
LAPI,Supersaturation,9.95885
LAPI,Uncertainty,4.8974
LAPI,Reactive oxygen species,1.90041
LAPI,Aeolian processes,0.466079
LAPI,Acid,4.14638
LAPI,Nutrient,1.97268
LAPI,Cubic crystal system,0.618275
LAPI,Material,1.36694
LAPI,Stress concentration,2.67331
LAPI,Ammonium,1.13372
LAPI,Atmospheric Research,0.844994
LAPI,Atlantic Ocean,2.95944
LAPI,Atmospheric chemistry,4.2459
LAPI,Molar volume,0.965339
LAPI,Color temperature,1.96396
LAPI,Mineral dust,3.53378
LAPI,Cloud physics,7.18513
LAPI,Weather forecasting,0.901194
LAPI,Hydroxyl radical,1.11316
LAPI,Supercritical fluid,0.805439
LAPI,Urban area,5.61363
LAPI,Biomass (energy),8.46625
LAPI,American Geophysical Union,22.5768
LAPI,Sodium sulfate,0.457934
LAPI,Sulfate aerosol,0.644197
LAPI,Partition coefficient,0.933005
LAPI,Atmospheric physics,1.14456
LAPI,Health,2.40926
LAPI,Southeastern United States,1.92851
LAPI,Water model,0.826388
LAPI,Contiguous United States,1.20083
LAPI,Sulfate,12.0555
LAPI,Aircraft,1.4042
LAPI,Water vapor,5.14548
LAPI,Sea surface temperature,0.996477
LAPI,Phosphorus cycle,3.17127
LAPI,Sputter deposition,0.832476
LAPI,Dynamical system,1.03144
LAPI,Europe,1.49064
LAPI,Planetary boundary layer,2.59116
LAPI,Volatiles,0.605041
LAPI,Ammonium nitrate,2.01498
LAPI,Chemical substance,2.44223
LAPI,Isoprene,1.96168
LGB,Photosynthesis,1.75317
LGB,Coral bleaching,1.13804
LGB,Coral,2.11754
LGB,Coral reef,1.4528
LASIG,Population,1.14167
LASIG,Individual,1.30862
LASIG,Spatial analysis,3.1198
LASIG,Public health,0.580947
LGB,Fluorescence microscope,1.65504
LGB,Scanning electron microscope,0.56945
SLAB,Snow,1.54509
LTQE,Sewage treatment,0.395981
LAPI,Liquid crystal,0.683545
LAPI,Prediction,0.582942
LAPI,Ice nucleus,0.57613
LAPI,Arctic,0.991077
LAPI,Collision,0.61808
LAPI,Cloud seeding,0.994889
LAPI,Ny-Ålesund,0.473342
LAPI,Radiative forcing,0.769934
LAPI,Cirrus cloud,0.580649
LAPI,Climate model,1.64573
LAPI,Cloud,3.93924
LAPI,Fischer projection,0.6168
CRYOS,Snowpack,0.840279
CRYOS,Surface tension,0.35617
CRYOS,Large eddy simulation,1.91601
CRYOS,Transport,1.68272
CRYOS,Snow,2.29519
CRYOS,Surface,0.520153
RIVER,Ecosystem service,0.43589
RIVER,Aquatic ecosystem,0.880526
RIVER,Biofilm,0.948362
RIVER,Climate change,1.19656
RIVER,Sediment,0.691293
RIVER,Bacteria,0.635404
RIVER,Ecosystem,2.17682
RIVER,Glacier,1.29346
RIVER,Organic matter,1.1073
RIVER,Climate change denial,0.747178
RIVER,Soil organic matter,0.833928
RIVER,Ecosystem service,0.556842
RIVER,Stream,1.75071
RIVER,Antarctica,1.38842
RIVER,Aquatic ecosystem,1.04669
RIVER,Microorganism,1.20023
RIVER,Glacier National Park (U.S.),0.515868
RIVER,Biogeochemical cycle,1.53577
RIVER,River ecosystem,0.813708
RIVER,Biofilm,0.948362
RIVER,Biodiversity,2.22824
RIVER,Retreat of glaciers since 1850,0.585283
RIVER,Climate change,2.77417
RIVER,Species diversity,0.886694
RIVER,Biodiversity loss,0.618868
RIVER,Last Glacial Period,0.539474
RIVER,Sediment,0.914085
RIVER,Bacteria,0.635404
RIVER,Ecosystem,3.32454
CRYOS,Snowpack,0.840279
CRYOS,Surface tension,0.35617
CRYOS,Large eddy simulation,1.91601
CRYOS,Transport,1.68272
CRYOS,Antarctica,1.05233
CRYOS,Snow,2.29519
CRYOS,Polar regions of Earth,0.773457
CRYOS,Surface,0.520153
CRYOS,Snow,4.28176
CRYOS,Precipitation,2.82787
CRYOS,Spring (season),0.773644
CRYOS,Arctic,1.96053
CRYOS,Mosaic,1.07023
LAPI,Geologic time scale,0.422533
LAPI,Dust,1.09947
LAPI,Ion,0.644828
LAPI,Mediterranean Sea,2.61433
LAPI,Biomass briquettes,0.996109
LAPI,Primary production,0.983577
LAPI,Organic compound,0.311931
LAPI,Atmospheric methane,1.14416
LAPI,Phosphate,1.27932
LAPI,Mediterranean Basin,0.309983
LAPI,Atmospheric escape,2.01539
LAPI,Atmospheric river,0.898981
LAPI,Particulates,1.53077
LAPI,Mediterranean climate,0.453087
LAPI,Water associated fraction,0.79383
LAPI,Atmospheric pressure,0.455785
LAPI,Aerosol,3.47014
LAPI,Aerosol spray dispenser,0.901103
LAPI,Solubility,1.50058
LAPI,Experiment,1.10261
LAPI,Nutrient,0.844152
LAPI,Atmospheric chemistry,0.912671
LAPI,Biomass (energy),0.733722
LAPI,Atmospheric physics,0.675716
LAPI,Phosphorus cycle,1.99624
RIVER,Ecosystem service,0.43589
RIVER,Aquatic ecosystem,1.76308
RIVER,Biofilm,1.31566
RIVER,Climate change,1.80161
RIVER,Ecosystem,2.17682
CRYOS,Indian Ocean,0.557456
CRYOS,Antarctica,1.18359
CRYOS,Southern Ocean,1.65071
CRYOS,Remote sensing,0.616517
LAPI,Cloud,3.4543
LAPI,Cloud condensation nuclei,1.35034
LAPI,Aerosol,1.69338
PERL,Water potential,0.781029
PERL,Climate change denial,0.443065
PERL,Heavy water,0.350927
PERL,Transpiration,0.931028
PERL,Tree,0.992596
PERL,Leaf,1.53948
PERL,Plant,1.23267
PERL,Temperature,0.836488
PERL,Climate change mitigation,0.442408
PERL,Species,1.24361
PERL,Precipitation,1.20684
PERL,Water,1.23043
PERL,Drought,4.75737
PERL,Gas exchange,1.87876
PERL,Climate change,1.09949
PERL,Ecosystem,0.600895
CEAT,South Africa,0.683871
CEAT,Global health,0.591655
CEAT,Urban planning,1.32008
RIVER,Organic matter,0.767967
RIVER,Climate change denial,0.622645
RIVER,Soil organic matter,0.649122
RIVER,Ecosystem service,0.584134
RIVER,Stream,1.28583
RIVER,Aquatic ecosystem,1.04669
RIVER,Microorganism,0.783755
RIVER,Glacier National Park (U.S.),0.515868
RIVER,Biofilm,1.11843
RIVER,Climate change,2.08934
RIVER,Sediment,0.888592
RIVER,Bacteria,0.635404
RIVER,Ecosystem,2.54493
EERL,Polar night,1.08742
EERL,Trace gas,1.10533
EERL,Arctic Ocean,2.88604
EERL,Measurement,0.99499
EERL,Mass,0.988701
EERL,Ozone,0.733569
EERL,Pollution,1.18011
EERL,Sea ice,1.49127
EERL,Arctic,4.03435
EERL,Instrumentation,0.387962
EERL,Cloud condensation nuclei,1.23004
EERL,Aerosol,1.46453
EERL,Aerosol spray dispenser,0.629167
EERL,Mosaic,0.675995
EERL,Atmospheric chemistry,1.14902
EERL,Chemical substance,0.492361
LGB,Habitat,1.21534
LGB,Nitrogen,0.91053
LGB,Nitrogen fixation,4.31037
LGB,Red Sea,1.888
LGB,Ocean acidification,1.32256
LGB,Nutrient cycle,2.32364
LGB,Stylophora pistillata,0.444038
LGB,Symbiosis,1.45469
LGB,Coral bleaching,3.17601
LGB,Coral,7.05349
LGB,Climate change,0.654391
LGB,Denitrification,1.32118
LGB,Nitrogen cycle,2.92627
LGB,Algae,1.30559
LGB,Nutrient,1.08553
LGB,Coral reef,10.1271
LGB,Ecosystem,1.03652
PERL,Endangered species,0.350463
PERL,Species,0.976471
ECHO,Stable isotope ratio,0.799064
WR-LAB,Stable isotope ratio,0.799064
GR-CEL,Organic matter,1.36432
GR-CEL,Soil organic matter,0.726042
GR-CEL,Desorption,0.664777
GR-CEL,Aquatic plant,0.350927
GR-CEL,Anaerobic digestion,1.52126
GR-CEL,Toxicity,0.669387
GR-CEL,Aquatic ecosystem,1.93465
GR-CEL,Adsorption,1.3938
GR-CEL,Plastic,0.774113
GR-CEL,Particle,1.04659
GR-CEL,Gut microbiota,0.85721
GR-CEL,Aquatic animal,1.5128
GR-CEL,Body fluid,0.756907
GR-CEL,Stomach,0.716203
GR-CEL,Fish,2.0805
GR-CEL,Sorption,1.25179
GR-CEL,Solubility,1.20193
GR-CEL,Gastric acid,1.12287
GR-CEL,Gastrointestinal tract,0.833521
GR-CEL,Rainbow trout,0.575314
GR-CEL,Chemical substance,1.22206
LAPI,Climate change denial,0.443065
LAPI,Climate change mitigation,0.769294
LAPI,Climate change,1.29721
LAPI,Scientific method,0.634582
LAPI,Aerosol,1.69904
EERL,Volatile organic compound,0.814009
EERL,Polar night,0.839982
EERL,Indian Ocean,0.535709
EERL,Trace gas,1.30773
EERL,Iodine,0.54069
EERL,Ultrafine particle,1.06533
EERL,Ocean,1.59203
EERL,Arctic Ocean,3.54284
EERL,Gas,1.33647
EERL,Measurement,1.71673
EERL,Cloud computing,0.562559
EERL,Southern Ocean,1.86226
EERL,Subatomic particle,0.665427
EERL,Dimethyl sulfide,0.829654
EERL,Ozone,0.717683
EERL,Particle physics,0.367243
EERL,Mass spectrometry,0.467272
EERL,Sulfuric acid,2.67536
EERL,Particle,3.73024
EERL,Particulates,0.874068
EERL,Sea ice,1.20768
EERL,Arctic,3.36793
EERL,Cloud seeding,0.593956
EERL,Radiative forcing,1.72869
EERL,Cloud,1.49621
EERL,Condensation,2.51074
EERL,Climate change,0.495422
EERL,Cloud condensation nuclei,6.1869
EERL,Dimethyl sulfoxide,0.502678
EERL,Aerosol,7.27179
EERL,Aerosol spray dispenser,1.54848
EERL,Atmospheric chemistry,1.36144
EERL,Earth's energy budget,0.823101
EERL,Chemical substance,0.47312
LAPI,Volatile organic compound,0.814009
LAPI,Polar night,0.839982
LAPI,Indian Ocean,0.535709
LAPI,Trace gas,1.30773
LAPI,Iodine,0.54069
LAPI,Ultrafine particle,1.06533
LAPI,Ocean,1.59203
LAPI,Arctic Ocean,3.54284
LAPI,Gas,1.33647
LAPI,Measurement,1.71673
LAPI,Cloud computing,0.562559
LAPI,Southern Ocean,1.86226
LAPI,Subatomic particle,0.665427
LAPI,Dimethyl sulfide,0.829654
LAPI,Ozone,0.717683
LAPI,Particle physics,0.367243
LAPI,Mass spectrometry,0.467272
LAPI,Sulfuric acid,2.67536
LAPI,Particle,3.73024
LAPI,Particulates,0.874068
LAPI,Sea ice,1.20768
LAPI,Arctic,3.36793
LAPI,Cloud seeding,0.593956
LAPI,Radiative forcing,1.72869
LAPI,Cloud,1.49621
LAPI,Condensation,2.51074
LAPI,Climate change,0.495422
LAPI,Cloud condensation nuclei,6.1869
LAPI,Dimethyl sulfoxide,0.502678
LAPI,Aerosol,7.27179
LAPI,Aerosol spray dispenser,1.54848
LAPI,Atmospheric chemistry,1.36144
LAPI,Earth's energy budget,0.823101
LAPI,Chemical substance,0.47312
LAPI,Dust,1.09947
LAPI,Mediterranean Sea,1.78746
LAPI,Primary production,0.983577
LAPI,Organic compound,0.311931
LAPI,Atmospheric methane,0.344947
LAPI,Phosphate,1.27932
LAPI,Mediterranean Basin,0.309983
LAPI,Atmospheric escape,0.418927
LAPI,Particulates,1.00021
LAPI,Atmospheric pressure,0.455785
LAPI,Aerosol,0.473225
LAPI,Phosphorus cycle,1.32959
EERL,Mercury (element),2.62968
