id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"126347","20.500.11850/8","Komendantova, N||Yazdanpanah, M.",,,"2017-06-12T18:28:27Z","2017-06-12T18:28:27Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126380","en","International Institute for Applied Systems Analysis",,,,"Rural Development||Renewable Energy||Electricity Transmission||Social Acceptance","Impacts of Energy Transition in Iran on Vulnerability of Infrastructure to Natural Hazards.",,"Conference Paper","Metadata only","Proceedings of Extended Abstracts. IDRiM 2016 7th International Conference on Integrated Disaster Risk Management Disasters and Development: Towards a Risk Aware Society",,"2017-06-12T18:28:30Z",,"pub:189111",,"yes","7th International Conference on Integrated Disaster Risk Management, Disasters and Development, IDRiM 2016","October 1-3, 2016","Isfahan, Iran",,,,,,,"imp5936551f2846f34466",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"116","115","Laxenburg","published",,,,,,,,,"2017-07-17T09:05:49Z","2022-03-28T15:28:48Z","true",,"ECIT",,,
"109841","20.500.11850/3","Berger Gonzalez, Mónica||Stauffacher, Michael||Zinsstag, Jakob||Edwards, Peter||Krütli, Pius",,,"2017-06-11T22:52:19Z","2017-06-11T22:52:19Z","2016",,,,,,"1049-7323||1552-7557",,"10.1177/1049732315617478","http://hdl.handle.net/20.500.11850/109874","en","SAGE Publications Inc.",,,,"Cancer||Cultural competence||Epistemology||Guatemala||Maya||Multiculturalism||Reflexivity||Transdisciplinary research","Transdisciplinary Research on Cancer-Healing Systems between Biomedicine and the Maya of Guatemala: A Tool for Reciprocal Reflexivity in a Multi-Epistemological Setting",,"Journal Article","Metadata only",,,"2017-06-11T22:52:35Z",,"pub:171013",,"yes",,,,,,,,,,"imp593653ea22dbb82891","001509868","84951774773",,"000367246100008","Qual Health Res","1","Qualitative Health Research","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02720 - Institut für Integrative Biologie (IBZ) / Institute of Integrative Biology (IBZ)::03393 - Edwards, Peter","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02720 - Institut für Integrative Biologie (IBZ) / Institute of Integrative Biology (IBZ)::03393 - Edwards, Peter","02351||03393","02351||03393",,"91","77","Thousand Oaks, CA, USA","published",,,,,,,,,"2017-07-19T09:03:11Z","2022-03-28T14:29:19Z","true",,"ECIT",,,
"306025","20.500.11850/3","Sippel, Sebastian||Otto, Friederike E.L.||Forkel, Matthias||Allen, Myles R.||Guillod, Benoît||Heimann, Martin||Reichstein, Markus||Seneviratne, Sonia I.||Thonicke, Kirsten||Mahecha, Miguel D.",,,"2019-08-21T14:24:08Z","2017-06-12T01:48:06Z||2019-08-21T13:28:17Z||2019-08-21T14:24:08Z","2016","2016-02-02","Understanding, quantifying and attributing the impacts of extreme weather and climate events in the terrestrial biosphere is crucial for societal adaptation in a changing climate. However, climate model simulations generated for this purpose typically exhibit biases in their output that hinder any straightforward assessment of impacts. To overcome this issue, various bias correction strategies are routinely used to alleviate climate model deficiencies, most of which have been criticized for physical inconsistency and the nonpreservation of the multivariate correlation structure. In this study, we introduce a novel, resampling-based bias correction scheme that fully preserves the physical consistency and multivariate correlation structure of the model output. This procedure strongly improves the representation of climatic extremes and variability in a large regional climate model ensemble (HadRM3P, climateprediction.net/weatherathome), which is illustrated for summer extremes in temperature and rainfall over Central Europe. Moreover, we simulate biosphere–atmosphere fluxes of carbon and water using a terrestrial ecosystem model (LPJmL) driven by the bias-corrected climate forcing. The resampling-based bias correction yields strongly improved statistical distributions of carbon and water fluxes, including the extremes. Our results thus highlight the importance of carefully considering statistical moments beyond the mean for climate impact simulations. In conclusion, the present study introduces an approach to alleviate climate model biases in a physically consistent way and demonstrates that this yields strongly improved simulations of climate extremes and associated impacts in the terrestrial biosphere. A wider uptake of our methodology by the climate and impact modelling community therefore seems desirable for accurately quantifying changes in past, current and future extremes.","application/pdf","10.3929/ethz-b-000113596",,"2190-4987||2190-4979",,"10.5194/esd-7-71-2016","http://hdl.handle.net/20.500.11850/113596","en","Copernicus",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"A novel bias correction methodology for climate impact simulations",,"Journal Article","Open access",,,"2017-06-12T01:51:36Z",,"pub:175293",,"yes",,,,,,,,,,"imp5936542ae75e423134","010169961","84957823969",,"000377217200004",,"1","Earth System Dynamics","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","03778||09576","03778||09576",,"88","71","Göttingen","published",,,,,,,,,"2017-07-13T07:53:08Z","2022-03-28T23:31:13Z","true",,"ECIT",,,"publishedVersion"
"126905","20.500.11850/21","Müller, Lea||Martius, Olivia||Bresch, David N.||Döbeli, Sabine",,,"2017-06-12T19:05:50Z","2017-06-12T19:05:50Z","2016",,,,,,"2297-1564||2297-1572",,,"http://hdl.handle.net/20.500.11850/126938","de","Akademien der Wissenschaften Schweiz",,,,,"Versicherungs- und Finanzindustrie",,"Report","Metadata only","Brennpunkt Klima Schweiz: Grundlagen, Folgen und Perspektiven",,"2017-06-12T19:06:12Z",,"pub:189732",,"yes",,,,,,,,,,"imp593655284be5c70689","010816876",,,,,"5","Swiss Academies Reports","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"143","139","Bern","published",,,,,,,,,"2017-07-13T12:35:24Z","2022-03-28T15:30:37Z","true",,"ECIT",,,
"115332","20.500.11850/3","Steinmann, Kathrin||Zimmermann, Willi",,,"2017-06-12T04:34:00Z","2017-06-12T04:34:00Z","2016",,,,,,"0036-7818||2235-1469",,"10.3188/szf.2016.0172","http://hdl.handle.net/20.500.11850/115365","de","Schweizerischer Forstverein",,,,,"Waldpolitischer Jahresrückblick 2015",,"Journal Article","Metadata only",,,"2017-06-12T04:37:11Z",,"pub:177194",,"yes",,,,,,,,,,"imp593654521f1a781344","000026980",,,,"Schweiz. Z. Forstwes.","3","Schweizerische Zeitschrift für Forstwesen","167","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"179","172","Zürich","published",,,,,,,,,"2017-07-13T17:31:51Z","2022-03-28T14:50:08Z","true",,"ECIT",,,
"121774","20.500.11850/14","Hansson, Sven O.||Hirsch Hadorn, Gertrude","Hansson, Sven O.||Hirsch Hadorn, Gertrude",,"2017-06-12T14:41:09Z","2017-06-12T14:41:09Z","2016",,,,,"978-3-319-30547-9||978-3-319-30549-3||3-319-30547-6","2214-9139||2214-9120",,"10.1007/978-3-319-30549-3_2","http://hdl.handle.net/20.500.11850/121807","en","Springer",,,,"Argumentation||Argumentative methods for decision support||Deep uncertainty||Expected utility||Fallacy||Great uncertainty||Risk||Uncertainty||Rationality of decisions||Policy analysis","Introducing the argumentative turn in policy analysis",,"Book Chapter","Metadata only","The Argumentative Turn in Policy Analysis: Reasoning about Uncertainty: Part I",,"2017-06-12T14:44:42Z",,"pub:184065",,"yes",,,,,,,,,,"imp593654ce6ec7659565","010605267",,,,,,"Logic, Argumentation & Reasoning","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"35","11","Cham","published",,,,,,,,,"2017-07-15T06:20:56Z","2023-02-06T13:33:01Z","true",,"ECIT",,,
"121773","20.500.11850/14","Hirsch Hadorn, Gertrude","Hansson, Sven O.||Hirsch Hadorn, Gertrude",,"2017-06-12T14:41:04Z","2017-06-12T14:41:04Z","2016",,,,,"978-3-319-30547-9||978-3-319-30549-3||3-319-30547-6","2214-9139||2214-9120",,"10.1007/978-3-319-30549-3_9","http://hdl.handle.net/20.500.11850/121806","en","Springer",,,,"Closure||Postponement||Semi-closure||Sequential decisions||Great uncertainty||Decision procedure||Adaptive governance","Temporal strategies for decision making",,"Book Chapter","Metadata only","The Argumentative Turn in Policy Analysis: Reasoning about Uncertainty: Part I",,"2017-06-12T14:44:42Z",,"pub:184064",,"yes",,,,,,,,,,"imp593654ce69e4847900","010605267",,,,,,"Logic, Argumentation & Reasoning","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"242","217","Cham","published",,,,,,,,,"2017-07-18T13:46:48Z","2023-02-06T13:33:00Z","true",,"ECIT",,,
"121775","20.500.11850/14","Hansson, Sven O.||Hirsch Hadorn, Gertrude","Hansson, Sven O.||Hirsch Hadorn, Gertrude",,"2017-06-12T14:41:09Z","2017-06-12T14:41:09Z","2016",,,,,"978-3-319-30547-9||978-3-319-30549-3||3-319-30547-6","2214-9139||2214-9120",,,"http://hdl.handle.net/20.500.11850/121808","en","Springer",,,,,"Ten core concepts for the argumentative turn in policy analysis",,"Book Chapter","Metadata only","The Argumentative Turn in Policy Analysis: Reasoning about Uncertainty: Part I",,"2017-06-12T14:44:42Z",,"pub:184066",,"yes",,,,,,,,,,"imp593654ce73e6637972","010605267",,,,,,"Logic, Argumentation & Reasoning","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"353","347","Cham","published",,,,,,,,,"2017-07-18T13:47:35Z","2023-02-06T13:33:02Z","true",,"ECIT",,,
"186858","20.500.11850/13",,"Hansson, Sven O.||Hirsch Hadorn, Gertrude",,"2017-10-18T10:58:15Z","2017-06-12T14:40:58Z||2017-10-18T10:58:15Z","2016",,,,,"978-3-319-30547-9||978-3-319-30549-3||3-319-30547-6","2214-9139||2214-9120",,"10.1007/978-3-319-30549-3","http://hdl.handle.net/20.500.11850/121805","en","Springer",,,,,"The Argumentative Turn in Policy Analysis",,"Edited Volume","Metadata only",,,"2017-06-12T14:44:42Z",,"pub:184063",,"yes",,,,,,,,,,"imp593654ce654ee33478","010605267",,,,,,"Logic, Argumentation & Reasoning","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,,,"Switzerland","published",,,,,,,,,"2017-07-15T06:20:57Z","2023-02-06T14:41:39Z","true","353 p.","ECIT",,"Reasoning about Uncertainty",
"306017","20.500.11850/3","Garrett, Rachael D.||Rausch, Lisa L.",,,"2019-08-23T10:32:56Z","2019-08-21T14:04:02Z||2019-08-23T10:32:56Z","2016","2015-05-22","In this study we assess the sustainability of the Brazilian soy industry over the past 40 years in comparison to alternative land uses. We conclude that Brazilian soy production performs as well as or better than sugarcane or cattle production in a number of areas, including macroeconomic contributions, local economic development and land use efficiency, though it involves similar tradeoffs between growth and equity, and food production and conservation. While there is no evidence that soy has reduced food security in Brazil, tax redistributions and value-added activities from soy remain limited, particularly in comparison to sugarcane production. Emerging environmental governance measures have helped to reduce the land cover impacts from soy; however, little effort has been taken to minimize the impacts of intensification.","application/pdf","10.3929/ethz-b-000359726",,,,"10.1080/03066150.2015.1010077","http://hdl.handle.net/20.500.11850/359726","en","Routledge",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","soybean||agribusiness||Brazil||environment||equity||development","Green for gold: social and ecological tradeoffs influencing the sustainability of the Brazilian soy industry",,"Journal Article","Open access",,,"2019-08-21T14:04:10Z",,,,"no",,,,,,,,,,,,,,,,"2","The Journal of Peasant Studies","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,"493","461","Abingdon","published",,,,,,,,,"2019-08-23T10:33:07Z","2023-02-06T17:32:27Z","true",,"FORM",,,"publishedVersion"
